Human.associated.gene.name	Associated.Gene.Name
MS4A4E	Ms4a4d
RPS18	Rps18
GET4	Get4
OR8K3	Olfr1080
TUBGCP6	Tubgcp6
UNK	Unk
TCAF2	Tcaf2
RP11-298A10.1	Tcaf2
MGARP	Mgarp
SERPINB3	Serpinb3b
SERPINB4	Serpinb3b
TENM4	Tenm4
KCTD7	Kctd7
MEN1	Men1
UROD	Urod
UBE4A	Ube4a
SPIN2A	Gm20909
SPIN2B	Gm20909
PIK3R5	Pik3r5
DLX6	Dlx6
RP11-526A4.1	1700007B14Rik
SERPINB3	Serpinb3c
SERPINB4	Serpinb3c
EFHC1	Efhc1
MARCH5	March5
ZKSCAN8	Zkscan8
TBATA	Tbata
GPIHBP1	Gpihbp1
CCER2	Ccer2
TCF20	Zfp957
SIN3A	Sin3a
ZNF777	Zfp777
CDK2AP2	Cdk2ap2
NFKBIB	Nfkbib
NSMCE3	1700020D05Rik
GABRB2	Gabrb2
ASB9	Asb9
RGCC	Rgcc
PPM1N	Ppm1n
ANXA8L1	Anxa8
ANXA8	Anxa8
CPEB3	Cpeb3
MS4A6E	Ms4a6d
MS4A6A	Ms4a6d
GHDC	Ghdc
RBM4B	Rbm4b
TBP	Tbp
SLC36A4	Slc36a4
DTX3	Dtx3
OR10K2	Olfr370
NAGPA	Nagpa
UBE2F-SCLY	Ube2f
UBE2F	Ube2f
ASB12	Asb12
EMP3	Emp3
VSIG1	Vsig1
RBM14-RBM4	Rbm4
SERPINE1	Serpine1
MAN1A2	Man1a2
MTA1	Mta1
CLK3	Clk3
MBTPS1	Mbtps1
PDLIM1	Pdlim1
OR9I1	Olfr1502
RAB11FIP3	Rab11fip3
HACD3	Hacd3
PSENEN	Psenen
AC002398.9	Psenen
UBP1	Ubp1
NDUFB7	Ndufb7
UBE2D1	Ube2d1
RBM14	Rbm14
TRIM56	Trim56
CCIN	Ccin
UQCC2	Uqcc2
TRAM2	Tram2
ONECUT3	Onecut3
RBM14-RBM4	Gm21992
IGFLR1	Igflr1
YWHAH	Ywhah
TRIM37	Trim37
STK40	Stk40
ADAP1	Adap1
MRPL14	Mrpl14
GPKOW	Gpkow
OR9I1	Olfr1505
CDRT4	Cdrt4
NOP58	Nop58
TNFAIP6	Tnfaip6
MUC17	Muc3
CPS1	Cps1
ARRB2	Arrb2
RNF186	Rnf186
BARX2	Barx2
AD000671.6	U2af1l4
U2AF1L4	U2af1l4
UTP14C	Utp14a
UTP14A	Utp14a
ZNF449	Zfp449
TMEM63B	Tmem63b
OR5P2	Olfr469
RAB26	Rab26
FOXO4	Foxo4
EDC3	Edc3
MTMR12	Mtmr12
PDCD2	Pdcd2
IFI44L	Ifi44l
HMGN2	Gm10282
HMGN4	Gm10282
C16orf62	9030624J02Rik
KLF2	Klf2
TMEM119	Tmem119
FAM185A	Fam185a
CMTM4	Cmtm4
HOMEZ	Homez
CACHD1	Cachd1
ME1	Me1
RPS5	Rps5
EPN3	Epn3
RHBDD3	Rhbdd3
MAN2C1	Man2c1
PTGFR	Ptgfr
NADK	Nadk
HAPLN2	Hapln2
STC2	Stc2
TUBA8	Tuba8
FBXL2	Fbxl2
MIER1	Mier1
MBNL3	Mbnl3
PRRT4	Prrt4
TCAF1	Tcaf1
SPARCL1	Sparcl1
SOD3	Sod3
PPP1R3E	Ppp1r3e
F11	F11
PYROXD1	Pyroxd1
SELPLG	Selplg
STPG2	Stpg2
DIAPH2	Diaph2
AIF1L	Aif1l
RGS6	Rgs6
MBD6	Mbd6
SLC5A1	Slc5a1
CCDC149	Ccdc149
CISD1	Cisd1
RUNX1	Runx1
SLC35A2	Slc35a2
ZNF354B	Zfp354b
UNC5D	Unc5d
SFT2D1	Sft2d1
OR5P2	Olfr470
CCDC121	Ccdc121
RECQL	Recql
PRRG3	Prrg3
POLR3G	Polr3g
ABCB8	Abcb8
TRBC1	Trbc2
TRBC2	Trbc2
ARHGEF12	Arhgef12
MAPKAP1	Mapkap1
USP18	Usp18
USP41	Usp18
BLVRA	Blvra
KIN	Kin
SARAF	Saraf
LZTR1	Lztr1
SUCO	Suco
STAT5B	Stat5b
WTAP	Wtap
EIF4A2	Eif4a2
TRBV30	Trbv31
ABCD3	Abcd3
TMCO4	Tmco4
KCNG2	Kcng2
TYW3	Tyw3
CNIH1	Cnih1
TRIM21	Trim21
ZFP41	Zfp41
RP13-582O9.6	Zfp41
VN1R4	Vmn1r234
ZNF141	Zfp708
ZNF98	Zfp708
ZNF430	Zfp708
ZNF90	Zfp708
ZNF431	Zfp708
ZNF736	Zfp708
ZNF429	Zfp708
ZNF486	Zfp708
ZNF727	Zfp708
ZNF714	Zfp708
ZNF681	Zfp708
RP11-15H20.8	Zfp708
ZNF253	Zfp708
ZNF138	Zfp708
ZNF117	Zfp708
ZNF718	Zfp708
ZNF680	Zfp708
ZNF675	Zfp708
ZNF93	Zfp708
ZNF679	Zfp708
ZNF732	Zfp708
ZNF695	Zfp708
ZNF716	Zfp708
ZNF708	Zfp708
ZNF737	Zfp708
ZNF100	Zfp708
ZNF92	Zfp708
ZNF66	Zfp708
ZNF506	Zfp708
ZNF728	Zfp708
ZNF676	Zfp708
ZNF735	Zfp708
ZNF724	Zfp708
ZNF479	Zfp708
ZNF85	Zfp708
ZNF254	Zfp708
ZNF730	Zfp708
ZNF682	Zfp708
ZNF626	Zfp708
ZNF195	Zfp708
ZNF493	Zfp708
ZNF273	Zfp708
ZNF257	Zfp708
ZNF492	Zfp708
ZNF678	Zfp708
ZNF726	Zfp708
EIF2S3L	Eif2s3x
EIF2S3	Eif2s3x
LAPTM4A	Laptm4a
SCIN	Scin
PARP14	Parp14
VN1R4	Vmn1r235
RTN2	Rtn2
TEKT3	Tekt3
ATP10B	Atp10b
MUC3A	Muc3a
ZNF141	Gm28557
ZNF98	Gm28557
ZNF430	Gm28557
ZNF90	Gm28557
ZNF431	Gm28557
ZNF736	Gm28557
ZNF429	Gm28557
ZNF486	Gm28557
ZNF727	Gm28557
ZNF714	Gm28557
ZNF681	Gm28557
RP11-15H20.8	Gm28557
ZNF253	Gm28557
ZNF138	Gm28557
ZNF117	Gm28557
ZNF718	Gm28557
ZNF680	Gm28557
ZNF675	Gm28557
ZNF93	Gm28557
ZNF679	Gm28557
ZNF732	Gm28557
ZNF695	Gm28557
ZNF716	Gm28557
ZNF708	Gm28557
ZNF737	Gm28557
ZNF100	Gm28557
ZNF92	Gm28557
ZNF66	Gm28557
ZNF506	Gm28557
ZNF728	Gm28557
ZNF676	Gm28557
ZNF735	Gm28557
ZNF724	Gm28557
ZNF479	Gm28557
ZNF85	Gm28557
ZNF254	Gm28557
ZNF730	Gm28557
ZNF682	Gm28557
ZNF626	Gm28557
ZNF195	Gm28557
ZNF493	Gm28557
ZNF273	Gm28557
ZNF257	Gm28557
ZNF492	Gm28557
ZNF678	Gm28557
ZNF726	Gm28557
SLITRK3	Slitrk3
PSMD10	Psmd10
BTN2A1	Btn2a2
BTN2A2	Btn2a2
FAM168B	Fam168b
COX19	Cox19
PGC	Pgc
ANKRD27	Ankrd27
CRYZ	Cryz
NCAPH	Ncaph
HADH	Hadh
WDR78	Wdr78
SOX9	Sox9
PENK	Penk
IARS	Iars
ACHE	Ache
SPIN2A	Gm21943
SPIN2B	Gm21943
C10orf62	4933411K16Rik
HOGA1	Hoga1
SLC6A19	Slc6a19
CYP2W1	Cyp2w1
RNF225	Rnf225
RHOA	4930544G11Rik
SKP2	Skp2
EVA1B	Eva1b
AMPD2	Ampd2
LRPPRC	Lrpprc
EPHB6	Ephb6
ZFP3	Zfp3
VN1R4	Vmn1r236
MPP2	Mpp2
RPL22L1	Rpl22l1
IL2RG	Gm20489
VN1R4	Vmn1r237
GRIN3B	Grin3b
CXorf65	Gm614
BOD1L2	Bod1
BOD1	Bod1
RNASEH2C	Rnaseh2c
ZNF746	Zfp746
TFDP1	Tfdp1
TFDP3	Tfdp1
EVI2A	Evi2a
CTD-2370N5.3	Evi2a
PIK3R6	Pik3r6
RAD23B	Rad23b
IL2RG	Il2rg
ASXL3	Asxl3
OMG	Omg
ARHGEF4	Arhgef4
ITPRIPL1	Itpripl1
CDK12	Cdk12
EVI2B	Gm21975
TMEM259	Tmem259
SCARB2	Scarb2
CDC42EP5	1700027J19Rik
ACCSL	Accsl
SUSD5	Susd5
NF1	Nf1
GPER1	Gper1
SCIMP	Scimp
CABP5	Cabp5
KRTCAP3	Krtcap3
MS4A2	Ms4a2
C7orf50	3110082I17Rik
PABPN1	Gm20521
PLEKHA7	Plekha7
ZNF788	Zfp871
IMPAD1	Impad1
PABPN1	Pabpn1
CYP4V2	Cyp4v3
PROB1	Prob1
CSRP1	Csrp1
GMFB	Gmfb
DPP8	Dpp8
GPR146	Gpr146
MKL2	Mkl2
EPS15L1	Eps15l1
ITGB5	Itgb5
SSTR1	Sstr1
POLR2K	Polr2k
NDUFC1	Ndufc1
TSPAN9	Tspan9
APC	Apc
ZNF423	Zfp423
PSORS1C2	Psors1c2
KNOP1	Knop1
KLKB1	Klkb1
LBR	Lbr
TXLNA	Txlna
USP20	Usp20
CCL25	Ccl25
RP11-215A19.2	Mtnr1b
MTNR1B	Mtnr1b
UFSP1	Ufsp1
AC138517.6	1700066B19Rik
SESN1	Sesn1
PMP22	Pmp22
PBX4	Pbx4
AC142391.3	Ecscr
ECSCR	Ecscr
SPRED2	Spred2
MFSD6L	Mfsd6l
GNAI2	Gnai2
TMEM17	Tmem17
ZC4H2	Zc4h2
SNRNP200	Snrnp200
C3AR1	C3ar1
ZNF319	Zfp319
DPPA5	Dppa5a
CCDC114	Ccdc114
RFC4	Rfc4
SLIT3	Slit3
TEPP	Tepp
ELAVL1	Elavl1
NFIX	Nfix
CCDC189	Ccdc189
EIF5A	Eif5a
IQCK	Iqck
DIP2C	Dip2c
LILRB5	Lilra5
LILRB4	Lilra5
LILRA6	Lilra5
LILRB3	Lilra5
LILRA5	Lilra5
LILRA4	Lilra5
ZCCHC5	Zcchc5
HNRNPA2B1	Hnrnpa2b1
REXO1	Rexo1
LINGO2	Lingo2
PHKG2	Phkg2
MYCBPAP	Mycbpap
CDSN	Cdsn
PARP9	Parp9
FLOT2	Flot2
TM7SF2	Tm7sf2
GPRC5B	Gprc5b
ITPR1	Itpr1
LPAR4	Lpar4
RGS7	Rgs7
ST18	St18
BLM	Blm
COQ3	Coq3
BCL2L2	Bcl2l2
TCF4	Tcf4
RIF1	Rif1
ATM	Atm
DDIT3	Ddit3
NR3C2	Nr3c2
NAA16	Naa16
LTBP2	Ltbp2
OR8K3	Olfr1082
ZNF263	Zfp263
SF3A1	Sf3a1
PHLDA3	Phlda3
DNAH5	Dnah5
TANC1	Tanc1
BCL2A1	Bcl2a1c
KIAA2013	2510039O18Rik
ADRM1	Gm9774
TECR	Tecr
GALNT12	Galnt12
C6orf15	2300002M23Rik
TRIP11	Trip11
PRSS27	Prss27
MARS	Mars
NRXN2	Nrxn2
PAXIP1	Paxip1
CRTAP	Crtap
OR2C1	Olfr15
HECTD3	Hectd3
KLHL15	Klhl15
KPNA1	Kpna1
VPS72	Vps72
OR5P2	Olfr478
ACTBL2	Actbl2
SERPINB11	Serpinb11
BAHCC1	Bahcc1
RIMS3	Rims3
NFIB	Nfib
OR52K2	Olfr552
MARCH2	March2
TMPPE	Tmppe
C16orf89	AU021092
GLB1	Glb1
BEX1	Bex2
BEX2	Bex2
KBTBD6	Kbtbd6
BSPH1	Bsph1
OR52M1	Olfr554
DPCR1	Dpcr1
VPS51	Vps51
FBXO30	Fbxo30
P2RY10	P2ry10
RNF11	Rnf11
MOSPD2	Mospd2
MATN3	Matn3
MUC22	Gm9573
MUC21	Gm9573
OOEP	Ooep
SFTA2	Sfta2
KDM4B	Kdm4b
RP11-295P9.13	Prpf18
PRPF18	Prpf18
DBNL	Dbnl
LECT1	Lect1
UBE2W	Ube2w
RP11-463D19.2	Ube2w
FMOD	Fmod
TMEM262	Tmem262
PPM1E	Ppm1e
TFE3	Tfe3
OR8K3	Olfr1084
DTX3L	Dtx3l
ZFPL1	Zfpl1
FAM47E-STBD1	Fam47e
FAM47E	Fam47e
DLX5	Dlx5
C10orf107	1700040L02Rik
CCDC85A	Ccdc85a
PLK4	Plk4
CDK11B	Cdk11b
CDK11A	Cdk11b
KNTC1	Kntc1
ZNF597	Zfp597
ZNF324	Zfp324
ZNF324B	Zfp324
SERPINB7	Serpinb7
NCR1	Ncr1
SLC17A6	Slc17a6
ZNF141	Zfp457
ZNF98	Zfp457
ZNF430	Zfp457
ZNF90	Zfp457
ZNF431	Zfp457
ZNF736	Zfp457
ZNF429	Zfp457
ZNF486	Zfp457
ZNF727	Zfp457
ZNF714	Zfp457
ZNF681	Zfp457
RP11-15H20.8	Zfp457
ZNF253	Zfp457
ZNF138	Zfp457
ZNF117	Zfp457
ZNF718	Zfp457
ZNF680	Zfp457
ZNF675	Zfp457
ZNF93	Zfp457
ZNF679	Zfp457
ZNF732	Zfp457
ZNF695	Zfp457
ZNF716	Zfp457
ZNF708	Zfp457
ZNF737	Zfp457
ZNF100	Zfp457
ZNF92	Zfp457
ZNF66	Zfp457
ZNF506	Zfp457
ZNF728	Zfp457
ZNF676	Zfp457
ZNF735	Zfp457
ZNF724	Zfp457
ZNF479	Zfp457
ZNF85	Zfp457
ZNF254	Zfp457
ZNF730	Zfp457
ZNF682	Zfp457
ZNF626	Zfp457
ZNF195	Zfp457
ZNF493	Zfp457
ZNF273	Zfp457
ZNF257	Zfp457
ZNF492	Zfp457
ZNF678	Zfp457
ZNF726	Zfp457
HNRNPM	Hnrnpm
EVI2B	Evi2b
NAA60	Naa60
ZFAND2A	Zfand2a
CIAO1	Ciao1
OR8K3	Olfr1085
CORO1C	Coro1c
OR2B6	Olfr11
CTDP1	Ctdp1
LRRC4B	Lrrc4b
VTCN1	Vtcn1
ZNF788	Zfp811
NPPA	Nppa
GATA4	Gata4
VPS29	Vps29
DUSP4	Dusp4
NSUN3	Nsun3
PHAX	Phax
KIF12	Kif12
HSP90AB1	Hsp90ab1
MYZAP	Myzap
EPM2A	Epm2a
RSAD1	Rsad1
LRP11	Lrp11
ECHDC1	Echdc1
OR5T2	Olfr1086
EXTL2	Extl2
RP1-34B20.21	Hist1h2af
FATE1	Fate1
SLC22A12	Slc22a12
TMEM127	Tmem127
ZNF788	Zfp799
OR8K3	Olfr1087
FAM86B1	Eef2kmt
FAM86B2	Eef2kmt
EEF2KMT	Eef2kmt
FAM86C1	Eef2kmt
AVPI1	Avpi1
SLC6A13	Slc6a13
SH3D21	Sh3d21
FBXL13	Fbxl13
PROP1	Prop1
ALDH7A1	Aldh7a1
MITF	Mitf
SLC26A3	Slc26a3
BPIFC	Bpifc
CCR4	Ccr4
NUP205	Nup205
STBD1	Stbd1
OR1C1	Olfr1378
MARVELD1	Marveld1
UNCX	Uncx
TLE3	Tle3
HS6ST2	Hs6st2
MAD2L1	Mad2l1
TRIM71	Trim71
CNGA2	Cnga2
VSTM2B	Vstm2b
PSMD11	Psmd11
POLR2M	Polr2m
FAT3	Fat3
ACP6	Acp6
ZNF334	Zfp334
ALG1	Alg1
ALG1L2	Alg1
ALG1L	Alg1
TBC1D31	Tbc1d31
FAM216A	Fam216a
CCDC81	Ccdc81
TNNI1	Tnni1
OR8K3	Olfr1089
SLC50A1	Slc50a1
OCSTAMP	Ocstamp
RNF146	Rnf146
STARD7	Stard7
CILP2	Cilp2
LGI2	Lgi2
BTG2	Btg2
GPN3	Gpn3
ZNF174	Zfp174
HTR6	Htr6
HSDL1	Hsdl1
GCOM1	Gcom1
ITK	Itk
STOX2	Stox2
WDR13	Wdr13
MRPL4	Mrpl4
CLUAP1	Cluap1
RABGEF1	Rabgef1
CCDC42	Ccdc42
GCFC2	Gcfc2
GC	Gc
SLC38A3	Slc38a3
SLC13A3	Slc13a3
SPRR3	Sprr3
SLC37A4	Slc37a4
GPATCH4	Gpatch4
FAM110B	Fam110b
ASPDH	Aspdh
OR5P3	Olfr480
SLC35E2B	Slc35e2
LRRC17	Lrrc17
ESAM	Esam
PITPNM1	Pitpnm1
C1orf185	4930522H14Rik
SRSF4	Srsf4
FOSB	Fosb
PRSS35	Prss35
SMIM10	Smim10l2a
SMIM10L2A	Smim10l2a
SMIM10L2B	Smim10l2a
GIPC2	Gipc2
C16orf90	1700037C18Rik
MRPL19	Mrpl19
OR51H1	Olfr555
GP6	Gp6
SCLY	Scly
SEC23A	Sec23a
FGFRL1	Fgfrl1
TP53RK	Trp53rka
MINOS1-NBL1	Nbl1
NBL1	Nbl1
DNAAF1	Dnaaf1
UBAC1	Ubac1
RELA	Rela
BMPR2	Bmpr2
DDX43	Ddx43
REV3L	Rev3l
CNEP1R1	Cnep1r1
SPAG6	Spag6
CLUAP1	Gm20695
FAXC	Faxc
CNOT10	Cnot10
OR8K3	Olfr1090
SLC2A10	Slc2a10
MS4A3	Ms4a3
FZD2	Fzd2
NECAP1	Necap1
ABCC6	Abcc6
OR5P2	Olfr482
TAF1C	Taf1c
MYO5B	Myo5b
OR52I1	Olfr556
OR52I2	Olfr556
ARMC2	Armc2
OR5P2	Olfr483
TFEB	Tfeb
ST8SIA3	St8sia3
ZNF141	Zfp87
ZNF98	Zfp87
ZNF430	Zfp87
ZNF90	Zfp87
ZNF431	Zfp87
ZNF736	Zfp87
ZNF429	Zfp87
ZNF486	Zfp87
ZNF727	Zfp87
ZNF714	Zfp87
ZNF681	Zfp87
RP11-15H20.8	Zfp87
ZNF253	Zfp87
ZNF138	Zfp87
ZNF117	Zfp87
ZNF718	Zfp87
ZNF680	Zfp87
ZNF675	Zfp87
ZNF93	Zfp87
ZNF679	Zfp87
ZNF732	Zfp87
ZNF695	Zfp87
ZNF716	Zfp87
ZNF708	Zfp87
ZNF737	Zfp87
ZNF100	Zfp87
ZNF92	Zfp87
ZNF66	Zfp87
ZNF506	Zfp87
ZNF728	Zfp87
ZNF676	Zfp87
ZNF735	Zfp87
ZNF724	Zfp87
ZNF479	Zfp87
ZNF85	Zfp87
ZNF254	Zfp87
ZNF730	Zfp87
ZNF682	Zfp87
ZNF626	Zfp87
ZNF195	Zfp87
ZNF493	Zfp87
ZNF273	Zfp87
ZNF257	Zfp87
ZNF492	Zfp87
ZNF678	Zfp87
ZNF726	Zfp87
IPMK	Ipmk
ZFAND2B	Zfand2b
ASIC3	Asic3
MINOS1	Minos1
MEIOC	Meioc
FBXO7	Fbxo7
TRIM68	Trim68
ZNF446	Zfp446
PDHA2	Pdha2
FAM167A	Fam167a
EFEMP1	Efemp1
SDHAF3	Sdhaf3
XKR4	Xkr4
EYA2	Eya2
ZNF141	Zfp738
ZNF98	Zfp738
ZNF430	Zfp738
ZNF90	Zfp738
ZNF431	Zfp738
ZNF736	Zfp738
ZNF429	Zfp738
ZNF486	Zfp738
ZNF727	Zfp738
ZNF714	Zfp738
ZNF681	Zfp738
RP11-15H20.8	Zfp738
ZNF253	Zfp738
ZNF138	Zfp738
ZNF117	Zfp738
ZNF718	Zfp738
ZNF680	Zfp738
ZNF675	Zfp738
ZNF93	Zfp738
ZNF679	Zfp738
ZNF732	Zfp738
ZNF695	Zfp738
ZNF716	Zfp738
ZNF708	Zfp738
ZNF737	Zfp738
ZNF100	Zfp738
ZNF92	Zfp738
ZNF66	Zfp738
ZNF506	Zfp738
ZNF728	Zfp738
ZNF676	Zfp738
ZNF735	Zfp738
ZNF724	Zfp738
ZNF479	Zfp738
ZNF85	Zfp738
ZNF254	Zfp738
ZNF730	Zfp738
ZNF682	Zfp738
ZNF626	Zfp738
ZNF195	Zfp738
ZNF493	Zfp738
ZNF273	Zfp738
ZNF257	Zfp738
ZNF492	Zfp738
ZNF678	Zfp738
ZNF726	Zfp738
VARS2	Vars2
PAFAH1B1	Pafah1b1
CDKAL1	Cdkal1
HIST1H4E	Hist1h4f
HIST1H4I	Hist1h4f
ZBTB20	Zbtb20
UBE2E3	Ube2e3
VPS50	Vps50
BCL9	Bcl9
MB21D1	Mb21d1
RAD51C	Rad51c
LINC00238	Gm6657
ZNF208	Zfp729b
CTSK	Ctsk
CNOT2	Cnot2
C12orf73	1190007I07Rik
EIF2B3	Eif2b3
PCDH8	Pcdh8
NPFFR2	Npffr2
ELAVL2	Elavl2
OR5T3	Olfr1093
OR5T1	Olfr1093
CTTNBP2	Cttnbp2
TOP1MT	Top1mt
OR5P2	Olfr484
PPY	Ppy
ARHGAP12	Arhgap12
OR5P2	Olfr485
SETD4	Setd4
CHIT1	Chit1
GRHL3	Grhl3
SF3B5	Sf3b5
OR5P2	Olfr486
ZNF208	Zfp729a
HIST1H2BD	Hist1h2bm
ADCY10	Adcy10
AREL1	Arel1
ZBTB38	Zbtb38
OR5P2	Olfr487
HMCES	Hmces
NSUN7	Nsun7
FAM109B	Fam109b
C9orf142	BC029214
DECR2	Decr2
UNC5C	Unc5c
IRS2	Irs2
KLF16	Klf16
CDKN2C	Cdkn2c
SMDT1	Smdt1
OR51D1	Olfr557
CLTA	Clta
DUSP2	Dusp2
HIST1H4F	Hist1h4j
HIST1H4D	Hist1h4j
HIST2H4A	Hist1h4j
ITIH2	Itih2
OR5P2	Olfr488
SERPINB10	Serpinb10
PMFBP1	Pmfbp1
OR5T2	Olfr141
OR5T3	Olfr1094
OR5T1	Olfr1094
HIST1H4A	Hist1h4k
NME1	Nme1
MIEF2	Mief2
TMEM14A	Tmem14a
ZNF141	Zfp65
ZNF98	Zfp65
ZNF430	Zfp65
ZNF90	Zfp65
ZNF431	Zfp65
ZNF736	Zfp65
ZNF429	Zfp65
ZNF486	Zfp65
ZNF727	Zfp65
ZNF714	Zfp65
ZNF681	Zfp65
RP11-15H20.8	Zfp65
ZNF253	Zfp65
ZNF138	Zfp65
ZNF117	Zfp65
ZNF718	Zfp65
ZNF680	Zfp65
ZNF675	Zfp65
ZNF93	Zfp65
ZNF679	Zfp65
ZNF732	Zfp65
ZNF695	Zfp65
ZNF716	Zfp65
ZNF708	Zfp65
ZNF737	Zfp65
ZNF100	Zfp65
ZNF92	Zfp65
ZNF66	Zfp65
ZNF506	Zfp65
ZNF728	Zfp65
ZNF676	Zfp65
ZNF735	Zfp65
ZNF724	Zfp65
ZNF479	Zfp65
ZNF85	Zfp65
ZNF254	Zfp65
ZNF730	Zfp65
ZNF682	Zfp65
ZNF626	Zfp65
ZNF195	Zfp65
ZNF493	Zfp65
ZNF273	Zfp65
ZNF257	Zfp65
ZNF492	Zfp65
ZNF678	Zfp65
ZNF726	Zfp65
COPG1	Copg1
SERPINB2	Serpinb2
HIST1H1D	Hist1h1d
EIF4A3	Eif4a3
ADGRG2	Adgrg2
OOSP2	Oosp2
YWHAQ	Ywhaq
ZFYVE27	Zfyve27
IKBKE	Ikbke
ASTL	Astl
ZNF141	Zfp58
ZNF98	Zfp58
ZNF430	Zfp58
ZNF90	Zfp58
ZNF431	Zfp58
ZNF736	Zfp58
ZNF429	Zfp58
ZNF486	Zfp58
ZNF727	Zfp58
ZNF714	Zfp58
ZNF681	Zfp58
RP11-15H20.8	Zfp58
ZNF253	Zfp58
ZNF138	Zfp58
ZNF117	Zfp58
ZNF718	Zfp58
ZNF680	Zfp58
ZNF675	Zfp58
ZNF93	Zfp58
ZNF679	Zfp58
ZNF732	Zfp58
ZNF695	Zfp58
ZNF716	Zfp58
ZNF708	Zfp58
ZNF737	Zfp58
ZNF100	Zfp58
ZNF92	Zfp58
ZNF66	Zfp58
ZNF506	Zfp58
ZNF728	Zfp58
ZNF676	Zfp58
ZNF735	Zfp58
ZNF724	Zfp58
ZNF479	Zfp58
ZNF85	Zfp58
ZNF254	Zfp58
ZNF730	Zfp58
ZNF682	Zfp58
ZNF626	Zfp58
ZNF195	Zfp58
ZNF493	Zfp58
ZNF273	Zfp58
ZNF257	Zfp58
ZNF492	Zfp58
ZNF678	Zfp58
ZNF726	Zfp58
NME1-NME2	Gm20390
MICALL2	Micall2
NME1-NME2	Nme2
FAM90A26	Fam90a1b
FAM90A1	Fam90a1b
PRDM9	Prdm9
TIA1	Tia1
EFNA1	Efna1
ACTR2	Actr2
NUP214	Nup214
NOL4	Nol4
ALDH18A1	Aldh18a1
FCF1	Fcf1
ZNF141	Zfp595
ZNF98	Zfp595
ZNF430	Zfp595
ZNF90	Zfp595
ZNF431	Zfp595
ZNF736	Zfp595
ZNF429	Zfp595
ZNF486	Zfp595
ZNF727	Zfp595
ZNF714	Zfp595
ZNF681	Zfp595
RP11-15H20.8	Zfp595
ZNF253	Zfp595
ZNF138	Zfp595
ZNF117	Zfp595
ZNF718	Zfp595
ZNF680	Zfp595
ZNF675	Zfp595
ZNF93	Zfp595
ZNF679	Zfp595
ZNF732	Zfp595
ZNF695	Zfp595
ZNF716	Zfp595
ZNF708	Zfp595
ZNF737	Zfp595
ZNF100	Zfp595
ZNF92	Zfp595
ZNF66	Zfp595
ZNF506	Zfp595
ZNF728	Zfp595
ZNF676	Zfp595
ZNF735	Zfp595
ZNF724	Zfp595
ZNF479	Zfp595
ZNF85	Zfp595
ZNF254	Zfp595
ZNF730	Zfp595
ZNF682	Zfp595
ZNF626	Zfp595
ZNF195	Zfp595
ZNF493	Zfp595
ZNF273	Zfp595
ZNF257	Zfp595
ZNF492	Zfp595
ZNF678	Zfp595
ZNF726	Zfp595
GPBP1	Gpbp1
OR5T2	Olfr1095
CLIC3	Clic3
ZMYND8	Zmynd8
KCTD5	Kctd5
SLC27A5	Slc27a5
OR8H3	Gm13723
OR8H1	Gm13723
OR8H2	Gm13723
RHO	Rho
OR1C1	Olfr1377
IMPDH1	Impdh1
FANCF	Fancf
NCAPD2	Ncapd2
SPON2	Spon2
GAS2	Gas2
FAM104A	Fam104a
TRPV6	Trpv6
OR1C1	Olfr51
FEZF1	Fezf1
TRIM45	Trim45
MAGEA10	Magea4
UNC13D	Unc13d
DNM3	Dnm3
IP6K3	Ip6k3
SLC39A11	Slc39a11
HIST1H1B	Hist1h1b
CLCN6	Clcn6
TMOD4	Tmod4
HIST1H3B	Hist1h3i
PSMD2	Psmd2
NXF3	Nxf3
GABRE	Gabre
GNAT2	Gnat2
PDZD2	Pdzd2
ATG4A	Atg4a
DYNC1LI1	Dync1li1
RNF212	Rnf212
MAPK14	Mapk14
MUC20	Muc20
KRBA1	Krba1
PNP	Pnp
NAA15	Naa15
ZNF354A	Zfp354a
BCHE	Bche
HTR5A	Htr5a
SSX2B	Ssxb9
SSX2	Ssxb9
SSX7	Ssxb9
SSX4B	Ssxb9
SSX1	Ssxb9
SSX5	Ssxb9
SSX4	Ssxb9
SSX3	Ssxb9
CTSS	Ctss
CMTM6	Cmtm6
SSX2B	Ssxb10
SSX2	Ssxb10
SSX7	Ssxb10
SSX4B	Ssxb10
SSX1	Ssxb10
SSX5	Ssxb10
SSX4	Ssxb10
SSX3	Ssxb10
MUC4	Muc4
STX2	Stx2
ELP4	Elp4
ADRA2B	Adra2b
POLR2H	Polr2h
SSX2B	Ssxb1
SSX2	Ssxb1
SSX7	Ssxb1
SSX4B	Ssxb1
SSX1	Ssxb1
SSX5	Ssxb1
SSX4	Ssxb1
SSX3	Ssxb1
PNP	Pnp2
IL2	Il2
ADAMTS3	Adamts3
TMEM106B	Tmem106b
CLCN2	Clcn2
GOLT1B	Golt1b
ADAD1	Adad1
FANCB	Fancb
CMTM7	Cmtm7
COL15A1	Col15a1
PIP4K2A	Pip4k2a
DYNC1LI2	Dync1li2
HIST1H2BI	Hist1h2bg
CLEC4A	Clec4a1
FAM78A	Fam78a
LRRCC1	Lrrcc1
NPAT	Npat
PPM1F	Ppm1f
SNX31	Snx31
OR8H3	Olfr1097
OR8H1	Olfr1097
OR8H2	Olfr1097
ATP4B	Atp4b
COL4A2	Col4a2
OR8H3	Olfr1098
OR8H1	Olfr1098
OR8H2	Olfr1098
